"","City","Year","TotalArrests","Drunkenness","PersonalConditions","Homicides","Dismissed","TotalPolice","ActivePolice","Lodgers","Population"
"684","Buffalo, New York",1872,10534,6297,NA,NA,NA,159,95,NA,125198
"685","Buffalo, New York",1873,12535,7542,661,6,NA,204,122,4305,128940
"686","Buffalo, New York",1874,10043,5197,565,10,NA,201,124,7197,132682
"687","Buffalo, New York",1875,9991,4844,922,6,NA,205,126,6588,136424
"688","Buffalo, New York",1876,8858,3704,994,1,NA,204,127,5881,140166
"689","Buffalo, New York",1877,8126,3089,1047,8,299,203,128,5876,143908
"690","Buffalo, New York",1878,8126,3274,1241,2,364,205,131,4268,147650
"691","Buffalo, New York",1879,6697,2795,854,4,117,204,135,2947,151392
"692","Buffalo, New York",1880,9012,2660,1047,3,492,193,121,3203,155134
"693","Buffalo, New York",1881,9086,4784,984,6,598,206,128,3240,165187
"694","Buffalo, New York",1882,10258,5619,1203,7,729,229,154,4578,175240
"695","Buffalo, New York",1883,9349,4596,1212,7,518,273,166,5378,185293
"696","Buffalo, New York",1884,10588,5104,1939,7,742,292,175,3432,195346
"697","Buffalo, New York",1885,10980,5462,2083,3,321,304,189,3856,205399
"698","Buffalo, New York",1886,9544,4532,1528,7,487,304,185,4199,215452
"699","Buffalo, New York",1887,12404,NA,NA,NA,NA,340,200,NA,225505
"700","Buffalo, New York",1888,NA,NA,NA,NA,NA,340,200,NA,235558
"701","Buffalo, New York",1889,16170,8458,3640,9,976,346,207,3416,245611
"702","Buffalo, New York",1890,17628,9594,3170,14,741,401,244,2796,255664
"703","Buffalo, New York",1891,NA,NA,NA,NA,NA,NA,NA,NA,265336
"704","Buffalo, New York",1892,NA,NA,NA,NA,NA,NA,NA,NA,275009
"705","Buffalo, New York",1893,NA,NA,NA,NA,NA,NA,NA,NA,284681
"706","Buffalo, New York",1894,NA,NA,NA,NA,NA,NA,NA,NA,294353
"707","Buffalo, New York",1895,NA,NA,NA,NA,NA,NA,NA,NA,304026
"708","Buffalo, New York",1896,NA,12700,NA,NA,990,NA,NA,NA,313698
"709","Buffalo, New York",1897,25573,15174,4315,9,1778,711,468,2385,323370
"710","Buffalo, New York",1898,24489,13551,3779,8,1661,782,568,2125,333042
"711","Buffalo, New York",1899,23338,14206,2643,10,1280,783,566,1010,342715
"712","Buffalo, New York",1900,28347,17018,3224,6,1737,783,566,688,352387
"713","Buffalo, New York",1901,25057,15343,2253,17,1532,784,566,537,359520
"714","Buffalo, New York",1902,18716,11881,1734,8,1043,784,566,734,366653
"715","Buffalo, New York",1903,NA,NA,NA,NA,NA,784,566,NA,373785
"716","Buffalo, New York",1904,19608,11038,1714,13,NA,784,566,1465,380918
"717","Buffalo, New York",1905,20475,11542,2244,6,1227,784,566,1249,388050
"718","Buffalo, New York",1906,22712,12983,2053,17,1684,784,563,1274,395183
"719","Buffalo, New York",1907,27128,17258,2578,16,2289,783,563,1150,402316
"720","Buffalo, New York",1908,32719,9576,6473,18,5944,780,563,7538,409448
"721","Buffalo, New York",1909,NA,NA,NA,NA,NA,NA,NA,NA,416581
"722","Buffalo, New York",1910,22203,12598,1163,21,1730,813,586,2999,423715
"723","Buffalo, New York",1911,24229,12651,3076,22,2730,824,580,4513,432021
"724","Buffalo, New York",1912,27064,14241,2031,30,1953,827,581,8888,440327
"725","Buffalo, New York",1913,28401,14198,3306,16,NA,830,663,7538,448633
"726","Buffalo, New York",1914,33646,16067,3711,9,1617,830,663,40658,456939
"727","Buffalo, New York",1915,31096,14551,4958,14,3425,907,685,NA,465245
"728","Buffalo, New York",1916,35144,17938,5366,34,4785,907,685,NA,473551
"729","Buffalo, New York",1917,35853,18479,3586,39,4353,903,685,NA,481857
"730","Buffalo, New York",1918,35902,17759,1260,44,5665,890,685,NA,490163
"731","Buffalo, New York",1919,31326,13351,3088,24,5344,1086,830,NA,498469
"732","Buffalo, New York",1920,24436,8491,1619,30,5083,1014,768,NA,506755
"733","Washington, DC",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Washington, DC",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Washington, DC",1862,22207,12531,602,40,6071,159,138,5250,65930
"736","Washington, DC",1863,23912,13019,1288,39,7978,163,149,NA,70737
"737","Washington, DC",1864,23545,12943,1062,28,7757,164,144,2483,75545
"738","Washington, DC",1865,26478,13957,1351,18,7984,167,150,2321,80353
"739","Washington, DC",1866,24542,11541,1128,15,7731,238,200,3846,85160
"740","Washington, DC",1867,20075,9635,1100,13,6330,238,202,3473,89968
"741","Washington, DC",1868,18834,9009,1032,11,6409,238,200,4038,94776
"742","Washington, DC",1869,17296,7656,1193,14,6712,238,200,4019,99584
"743","Washington, DC",1870,15603,6821,775,10,5748,238,198,3696,109199
"744","Washington, DC",1871,11462,4962,597,10,NA,238,200,4409,113008
"745","Washington, DC",1872,11306,4924,292,19,4526,238,198,4838,116818
"746","Washington, DC",1873,11781,5054,622,16,4650,238,200,4252,120627
"747","Washington, DC",1874,13192,5373,854,10,4945,238,200,7177,124437
"748","Washington, DC",1875,14152,6051,946,19,4691,238,197,12084,128246
"749","Washington, DC",1876,14144,5927,1060,7,4912,238,187,13278,132055
"750","Washington, DC",1877,12983,4983,1092,7,4450,238,175,14208,135865
"751","Washington, DC",1878,12333,4843,1163,10,4998,232,174,13151,139674
"752","Washington, DC",1879,12610,4986,1144,14,5342,238,182,12907,143484
"753","Washington, DC",1880,13558,5819,1150,10,6188,238,175,7461,147293
"754","Washington, DC",1881,13942,5387,1480,9,6839,238,175,3930,151457
"755","Washington, DC",1882,14552,5750,999,10,6698,238,175,3627,155621
"756","Washington, DC",1883,15607,5104,1044,10,6862,232,163,1978,159785
"757","Washington, DC",1884,17934,6307,1732,12,7586,247,186,4550,163949
"758","Washington, DC",1885,23225,6433,1750,11,10130,262,202,6129,168172
"759","Washington, DC",1886,22388,7560,3736,15,8446,267,195,5033,172276
"760","Washington, DC",1887,19975,7338,1756,3,8451,277,255,4198,176440
"761","Washington, DC",1888,20530,6915,2672,15,7193,287,255,5727,180604
"762","Washington, DC",1889,21150,6982,2758,17,6751,320,285,4760,189768
"763","Washington, DC",1890,24372,8590,2968,13,7410,376,335,5321,188932
"764","Washington, DC",1891,25166,8934,2761,7,8581,408,365,5099,197911
"765","Washington, DC",1892,26666,6852,3102,11,7457,418,375,7728,206889
"766","Washington, DC",1893,27245,11254,3194,19,7309,433,390,4596,215686
"767","Washington, DC",1894,24323,9419,3384,13,8117,433,390,3204,224846
"768","Washington, DC",1895,23104,8114,3172,10,6470,475,430,4444,233825
"769","Washington, DC",1896,22562,7662,4099,11,6577,475,430,2708,242804
"770","Washington, DC",1897,22859,7467,2883,12,8694,525,435,1483,251782
"771","Washington, DC",1898,25237,8567,4636,18,7118,545,450,910,260761
"772","Washington, DC",1899,25923,9092,4291,21,6829,552,500,484,269739
"773","Washington, DC",1900,25943,9593,3894,18,6517,571,525,135,278718
"774","Washington, DC",1901,26062,10586,3034,12,6110,607,540,59,283953
"775","Washington, DC",1902,29543,10596,3968,17,8296,626,575,NA,289188
"776","Washington, DC",1903,29839,11444,2063,14,8648,640,589,NA,294423
"777","Washington, DC",1904,29483,11496,2137,12,7438,686,635,NA,299658
"778","Washington, DC",1905,32016,12104,2232,13,8134,692,635,NA,304894
"779","Washington, DC",1906,32940,12889,2081,22,7042,694,635,6,310128
"780","Washington, DC",1907,34417,13745,1918,22,7429,719,647,12,315363
"781","Washington, DC",1908,33415,13222,1901,20,7495,730,658,NA,320598
"782","Washington, DC",1909,35910,13489,2466,26,7078,730,658,NA,325833
"783","Washington, DC",1910,34003,12539,2787,13,6699,730,658,NA,331069
"784","Washington, DC",1911,34068,12021,1967,24,6301,735,658,NA,341719
"785","Washington, DC",1912,35739,12894,2171,25,6380,733,658,NA,352369
"786","Washington, DC",1913,38396,13413,2274,35,6868,722,647,NA,363020
"787","Washington, DC",1914,37241,15072,2175,18,3369,713,638,NA,373670
"788","Washington, DC",1915,37219,15537,2400,32,3564,713,638,NA,384320
"789","Washington, DC",1916,39377,14569,2057,35,3280,715,639,NA,394970
"790","Washington, DC",1917,39562,14505,2001,43,2939,764,688,NA,405620
"791","Washington, DC",1918,43245,8150,2100,40,3371,772,700,NA,416271
"792","Washington, DC",1919,53356,11497,351,49,4506,854,766,NA,426921
"793","Washington, DC",1920,48930,8096,388,71,3796,934,729,NA,437571
"794","Newark, New Jersey",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Newark, New Jersey",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Newark, New Jersey",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Newark, New Jersey",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Newark, New Jersey",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Newark, New Jersey",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Newark, New Jersey",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Newark, New Jersey",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Newark, New Jersey",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Newark, New Jersey",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Newark, New Jersey",1870,4096,2342,338,1,1075,110,94,8807,104789
"805","Newark, New Jersey",1871,5537,3377,448,3,2167,149,130,NA,108204
"806","Newark, New Jersey",1872,6377,4183,483,5,2487,170,143,NA,111349
"807","Newark, New Jersey",1873,6752,4193,680,1,2762,177,150,19090,114494
"808","Newark, New Jersey",1874,6400,3790,657,1,2899,178,150,25584,117639
"809","Newark, New Jersey",1875,6482,3827,665,4,2023,177,150,23436,120784
"810","Newark, New Jersey",1876,6270,3578,727,1,1503,177,150,21331,123927
"811","Newark, New Jersey",1877,5129,2457,563,2,1143,177,150,16538,127071
"812","Newark, New Jersey",1878,4988,2565,400,1,875,177,149,16102,130215
"813","Newark, New Jersey",1879,4191,NA,NA,NA,NA,144,127,15522,133359
"814","Newark, New Jersey",1880,5042,2668,277,3,1158,164,147,16171,136508
"815","Newark, New Jersey",1881,5726,2413,392,3,1152,164,147,16044,140960
"816","Newark, New Jersey",1882,5715,2926,626,1,1167,164,147,14467,145412
"817","Newark, New Jersey",1883,5504,2151,484,2,1094,164,147,17596,149865
"818","Newark, New Jersey",1884,5293,2663,504,0,1470,165,148,22578,154317
"819","Newark, New Jersey",1885,5263,2541,515,3,1088,164,147,32933,158769
"820","Newark, New Jersey",1886,5366,2893,393,10,1226,200,152,13395,163221
"821","Newark, New Jersey",1887,6294,3595,443,7,1668,182,133,1328,167673
"822","Newark, New Jersey",1888,NA,NA,NA,NA,NA,NA,NA,NA,1172156
"823","Newark, New Jersey",1889,7008,4406,574,2,2247,227,180,NA,176578
"824","Newark, New Jersey",1890,7041,4559,477,4,2368,255,195,NA,181030
"825","Newark, New Jersey",1891,7470,4415,590,7,2443,261,193,NA,187534
"826","Newark, New Jersey",1892,7040,2247,508,4,2134,278,193,NA,194038
"827","Newark, New Jersey",1893,6605,3487,551,13,2579,303,228,NA,200542
"828","Newark, New Jersey",1894,6969,3648,651,20,3085,319,246,NA,207246
"829","Newark, New Jersey",1895,7174,4159,702,11,2555,322,224,NA,213550
"830","Newark, New Jersey",1896,7156,3901,702,15,2679,326,214,NA,220054
"831","Newark, New Jersey",1897,7183,4222,593,18,2855,337,226,NA,226558
"832","Newark, New Jersey",1898,6268,3708,337,13,2221,335,223,NA,233062
"833","Newark, New Jersey",1899,6590,3903,463,29,2096,NA,245,NA,239566
"834","Newark, New Jersey",1900,7232,3725,473,17,2729,382,250,NA,246070
"835","Newark, New Jersey",1901,6399,2930,343,27,2260,392,271,NA,256210
"836","Newark, New Jersey",1902,6912,3582,313,13,2268,400,286,NA,266350
"837","Newark, New Jersey",1903,7394,3967,652,26,2477,424,287,NA,276490
"838","Newark, New Jersey",1904,6626,3541,263,24,2089,424,289,NA,286630
"839","Newark, New Jersey",1905,7541,3991,633,27,2530,463,294,NA,296770
"840","Newark, New Jersey",1906,8673,4827,365,31,2747,490,302,NA,306910
"841","Newark, New Jersey",1907,10178,5123,469,40,3614,559,465,NA,317050
"842","Newark, New Jersey",1908,8973,4081,490,25,3149,619,492,NA,327190
"843","Newark, New Jersey",1909,8618,3883,328,38,2795,618,492,NA,337330
"844","Newark, New Jersey",1910,9200,3939,329,36,2352,631,500,NA,347469
"845","Newark, New Jersey",1911,8791,3691,249,35,2322,675,547,NA,354174
"846","Newark, New Jersey",1912,9234,3796,258,35,2293,683,551,NA,360880
"847","Newark, New Jersey",1913,9797,3643,247,49,2336,696,553,NA,367586
"848","Newark, New Jersey",1914,9771,3293,312,39,2427,740,589,NA,374291
"849","Newark, New Jersey",1915,11230,3353,230,46,2463,765,616,NA,380996
"850","Newark, New Jersey",1916,12191,3862,130,57,2175,767,638,NA,387702
"851","Newark, New Jersey",1917,12388,3478,91,59,2317,795,623,NA,394408
"852","Newark, New Jersey",1918,13087,3241,40,63,2696,805,665,NA,401113
"853","Newark, New Jersey",1919,11510,2572,30,78,1864,838,662,NA,407818
"854","Newark, New Jersey",1920,14798,2605,NA,66,1437,890,758,NA,414524
"855","Louisville, Kentucky",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Louisville, Kentucky",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Louisville, Kentucky",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Louisville, Kentucky",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Louisville, Kentucky",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Louisville, Kentucky",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Louisville, Kentucky",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Louisville, Kentucky",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Louisville, Kentucky",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Louisville, Kentucky",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","Louisville, Kentucky",1870,5014,2427,37,21,1123,136,122,948,100753
"866","Louisville, Kentucky",1871,6965,3547,70,15,1602,205,161,1824,103054
"867","Louisville, Kentucky",1872,NA,NA,NA,NA,NA,NA,NA,NA,105354
"868","Louisville, Kentucky",1873,6555,2836,32,14,NA,185,140,2471,107654
"869","Louisville, Kentucky",1874,NA,NA,NA,NA,NA,187,NA,NA,109955
"870","Louisville, Kentucky",1875,4562,1618,22,8,NA,187,140,NA,112256
"871","Louisville, Kentucky",1876,5514,2359,236,6,NA,183,136,7560,114556
"872","Louisville, Kentucky",1877,6034,1733,NA,NA,NA,191,133,NA,116856
"873","Louisville, Kentucky",1878,4776,2666,242,11,NA,177,134,NA,119157
"874","Louisville, Kentucky",1879,4567,2211,180,4,NA,144,99,NA,121458
"875","Louisville, Kentucky",1880,4712,2161,120,20,NA,141,96,NA,123758
"876","Louisville, Kentucky",1881,6420,2914,NA,NA,NA,155,NA,NA,127495
"877","Louisville, Kentucky",1882,7466,4482,244,43,NA,155,NA,NA,131232
"878","Louisville, Kentucky",1883,8746,NA,NA,NA,NA,155,NA,NA,134969
"879","Louisville, Kentucky",1884,8176,NA,NA,NA,NA,155,NA,NA,138706
"880","Louisville, Kentucky",1885,7497,NA,NA,NA,NA,NA,NA,NA,142443
"881","Louisville, Kentucky",1886,6893,4968,299,18,NA,156,121,NA,146180
"882","Louisville, Kentucky",1887,6857,5038,259,14,NA,156,121,NA,149917
"883","Louisville, Kentucky",1888,4193,3093,178,17,NA,191,147,NA,153654
"884","Louisville, Kentucky",1889,6964,NA,NA,NA,NA,214,NA,NA,157391
"885","Louisville, Kentucky",1890,6621,3900,358,34,NA,208,170,NA,161129
"886","Louisville, Kentucky",1891,6938,3945,465,16,NA,205,153,NA,165489
"887","Louisville, Kentucky",1892,7133,4318,544,41,NA,245,NA,NA,170849
"888","Louisville, Kentucky",1893,7079,4168,369,22,NA,245,NA,NA,175209
"889","Louisville, Kentucky",1894,8390,4780,915,29,NA,258,192,NA,179569
"890","Louisville, Kentucky",1895,6111,4339,713,18,NA,244,176,NA,183929
"891","Louisville, Kentucky",1896,6947,3235,834,37,NA,289,247,NA,188289
"892","Louisville, Kentucky",1897,7379,4165,511,37,NA,291,253,NA,192649
"893","Louisville, Kentucky",1898,7280,4208,861,29,NA,250,215,NA,197009
"894","Louisville, Kentucky",1899,7700,4834,752,18,NA,330,264,NA,201369
"895","Louisville, Kentucky",1900,8048,5143,727,35,NA,329,255,NA,204731
"896","Louisville, Kentucky",1901,7396,4115,685,44,NA,317,283,NA,206651
"897","Louisville, Kentucky",1902,7958,4642,880,35,NA,329,271,NA,208571
"898","Louisville, Kentucky",1903,6945,3947,742,27,NA,329,271,NA,210490
"899","Louisville, Kentucky",1904,6793,NA,NA,NA,NA,330,NA,NA,212410
"900","Louisville, Kentucky",1905,7545,3169,1029,42,NA,330,262,NA,214330
"901","Louisville, Kentucky",1906,7806,2439,NA,53,NA,330,261,NA,216249
"902","Louisville, Kentucky",1907,7907,4586,848,36,NA,340,267,NA,218169
"903","Louisville, Kentucky",1908,10824,NA,NA,NA,NA,NA,NA,NA,220089
"904","Louisville, Kentucky",1909,12852,7057,1493,34,NA,403,309,NA,222008
"905","Louisville, Kentucky",1910,14183,8422,1701,44,NA,413,330,NA,223928
"906","Louisville, Kentucky",1911,16434,10433,2181,44,NA,417,334,NA,225024
"907","Louisville, Kentucky",1912,16326,10072,2497,52,NA,417,336,NA,226121
"908","Louisville, Kentucky",1913,13390,9125,1467,49,NA,418,337,NA,227217
"909","Louisville, Kentucky",1914,12645,9203,1839,48,NA,429,348,NA,228313
"910","Louisville, Kentucky",1915,12212,6978,1994,53,NA,429,348,NA,229410
"911","Louisville, Kentucky",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","Louisville, Kentucky",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","Louisville, Kentucky",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","Louisville, Kentucky",1919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","Louisville, Kentucky",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","Detroit, Michigan",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","Detroit, Michigan",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Detroit, Michigan",1862,1858,492,NA,3,NA,20,NA,NA,52411
"919","Detroit, Michigan",1863,1640,311,NA,4,NA,20,NA,NA,55806
"920","Detroit, Michigan",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","Detroit, Michigan",1865,3056,1239,NA,1,NA,51,47,445,62596
"922","Detroit, Michigan",1866,4096,NA,NA,NA,NA,68,56,1201,65991
"923","Detroit, Michigan",1867,3865,1988,NA,8,NA,70,62,2359,69386
"924","Detroit, Michigan",1868,3619,1766,NA,4,NA,73,62,2369,72781
"925","Detroit, Michigan",1869,3355,1774,NA,9,NA,77,66,2648,76176
"926","Detroit, Michigan",1870,3577,1713,218,4,752,84,78,2734,79577
"927","Detroit, Michigan",1871,3929,2259,187,9,186,89,78,2726,83253
"928","Detroit, Michigan",1872,3839,2556,130,6,536,100,85,2418,86930
"929","Detroit, Michigan",1873,4861,3388,247,7,589,121,97,4219,90606
"930","Detroit, Michigan",1874,4935,3118,434,10,751,144,119,7553,94282
"931","Detroit, Michigan",1875,4109,1240,458,10,694,155,121,8737,97958
"932","Detroit, Michigan",1876,3879,1765,516,7,661,155,126,8022,101635
"933","Detroit, Michigan",1877,4657,1950,921,4,904,158,131,8139,105311
"934","Detroit, Michigan",1878,4332,2156,520,18,537,165,131,8744,108987
"935","Detroit, Michigan",1879,3922,2131,325,5,722,156,128,11099,112664
"936","Detroit, Michigan",1880,4284,1634,209,11,717,178,134,8810,116340
"937","Detroit, Michigan",1881,4610,2701,317,17,852,185,146,5945,125294
"938","Detroit, Michigan",1882,5148,3273,362,8,889,194,153,2840,134247
"939","Detroit, Michigan",1883,6322,4221,430,3,1970,193,150,2117,143201
"940","Detroit, Michigan",1884,7419,4471,647,4,1292,228,171,2660,152154
"941","Detroit, Michigan",1885,7708,3866,962,4,1249,230,174,7405,161108
"942","Detroit, Michigan",1886,8187,5124,703,5,1503,267,215,2208,170062
"943","Detroit, Michigan",1887,9400,6160,907,4,1313,299,243,26,179015
"944","Detroit, Michigan",1888,9142,5396,1221,5,1540,310,246,452,187969
"945","Detroit, Michigan",1889,8746,5238,NA,NA,NA,330,NA,NA,196922
"946","Detroit, Michigan",1890,8693,5519,NA,NA,NA,350,NA,NA,205876
"947","Detroit, Michigan",1891,8720,4478,NA,NA,NA,370,NA,NA,213859
"948","Detroit, Michigan",1892,7769,4101,769,6,1357,385,215,NA,221842
"949","Detroit, Michigan",1893,8586,4513,958,7,NA,425,347,NA,229824
"950","Detroit, Michigan",1894,11762,6571,NA,NA,NA,450,NA,NA,237807
"951","Detroit, Michigan",1895,8102,4803,863,9,1235,477,390,NA,245790
"952","Detroit, Michigan",1896,6529,2991,NA,NA,NA,490,NA,NA,253773
"953","Detroit, Michigan",1897,7197,3320,1222,2,2141,510,421,NA,261756
"954","Detroit, Michigan",1898,7052,3330,1122,2,1785,513,418,NA,269738
"955","Detroit, Michigan",1899,7443,3854,1087,4,1837,553,419,NA,277721
"956","Detroit, Michigan",1900,7795,4032,1050,5,NA,557,NA,NA,285704
"957","Detroit, Michigan",1901,8228,4024,1256,6,2180,555,419,NA,303710
"958","Detroit, Michigan",1902,8274,3845,1260,8,2229,567,429,NA,321716
"959","Detroit, Michigan",1903,8978,NA,NA,8,NA,568,NA,NA,339726
"960","Detroit, Michigan",1904,8857,4117,1328,9,1665,569,425,NA,357729
"961","Detroit, Michigan",1905,11113,5836,1740,9,1934,620,454,NA,375735
"962","Detroit, Michigan",1906,12324,7019,1810,10,2327,637,461,NA,393741
"963","Detroit, Michigan",1907,11291,5845,1475,6,4045,679,497,NA,411748
"964","Detroit, Michigan",1908,11676,6854,1173,10,4494,694,508,NA,429754
"965","Detroit, Michigan",1909,14718,8365,987,16,5334,711,526,NA,447760
"966","Detroit, Michigan",1910,17875,11396,1238,19,6037,732,553,NA,465766
"967","Detroit, Michigan",1911,NA,NA,NA,NA,NA,NA,NA,NA,518557
"968","Detroit, Michigan",1912,21850,17470,2021,22,13119,961,782,NA,571348
"969","Detroit, Michigan",1913,26861,17470,2021,22,13119,961,782,NA,624140
"970","Detroit, Michigan",1914,20510,NA,850,59,9957,NA,NA,NA,676931
"971","Detroit, Michigan",1915,21687,7913,NA,NA,9931,NA,NA,NA,729722
"972","Detroit, Michigan",1916,29541,13390,348,117,12391,NA,NA,NA,782513
"973","Detroit, Michigan",1917,37764,19658,206,201,10815,1467,1200,NA,835304
"974","Detroit, Michigan",1918,38210,17548,253,237,11688,NA,NA,NA,888096
"975","Detroit, Michigan",1919,NA,NA,NA,NA,NA,NA,NA,NA,940887
"976","Detroit, Michigan",1920,NA,NA,NA,NA,NA,NA,NA,NA,993678
"977","Milwaukee, Wisconsin",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","Milwaukee, Wisconsin",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","Milwaukee, Wisconsin",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","Milwaukee, Wisconsin",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","Milwaukee, Wisconsin",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","Milwaukee, Wisconsin",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","Milwaukee, Wisconsin",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","Milwaukee, Wisconsin",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","Milwaukee, Wisconsin",1868,2001,1033,155,NA,NA,39,35,251,66208
"986","Milwaukee, Wisconsin",1869,1775,907,127,2,154,39,35,NA,68828
"987","Milwaukee, Wisconsin",1870,1649,784,174,2,277,39,35,564,71448
"988","Milwaukee, Wisconsin",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","Milwaukee, Wisconsin",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","Milwaukee, Wisconsin",1873,2100,1263,200,2,NA,42,NA,422,84690
"991","Milwaukee, Wisconsin",1874,2444,1201,182,NA,NA,50,41,626,89104
"992","Milwaukee, Wisconsin",1875,2278,1141,NA,5,NA,55,NA,1306,93518
"993","Milwaukee, Wisconsin",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","Milwaukee, Wisconsin",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","Milwaukee, Wisconsin",1878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","Milwaukee, Wisconsin",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","Milwaukee, Wisconsin",1880,3141,NA,NA,1,NA,87,75,1689,115587
"998","Milwaukee, Wisconsin",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","Milwaukee, Wisconsin",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","Milwaukee, Wisconsin",1883,3667,2107,NA,6,428,90,NA,NA,142251
"1001","Milwaukee, Wisconsin",1884,3237,2143,NA,2,NA,90,NA,NA,151139
"1002","Milwaukee, Wisconsin",1885,3597,2347,350,2,441,93,73,3910,160027
"1003","Milwaukee, Wisconsin",1886,3726,2483,349,1,346,152,123,3327,168915
"1004","Milwaukee, Wisconsin",1887,3726,NA,NA,NA,NA,179,148,NA,177803
"1005","Milwaukee, Wisconsin",1888,4401,3135,414,7,444,178,140,NA,186691
"1006","Milwaukee, Wisconsin",1889,4624,3211,167,1,566,187,NA,5549,195579
"1007","Milwaukee, Wisconsin",1890,5445,3819,995,6,476,196,165,3588,204468
"1008","Milwaukee, Wisconsin",1891,5615,3934,751,4,383,204,174,3923,212553
"1009","Milwaukee, Wisconsin",1892,6610,4704,546,5,485,272,225,3650,220637
"1010","Milwaukee, Wisconsin",1893,6219,4477,760,0,495,272,225,4000,228722
"1011","Milwaukee, Wisconsin",1894,5943,3995,855,12,NA,263,230,6450,236807
"1012","Milwaukee, Wisconsin",1895,5582,3942,720,6,437,308,273,6844,244892
"1013","Milwaukee, Wisconsin",1896,5441,3598,816,10,450,321,275,5910,252976
"1014","Milwaukee, Wisconsin",1897,5695,3614,NA,3,867,321,275,NA,261061
"1015","Milwaukee, Wisconsin",1898,6062,3466,874,4,460,321,275,4713,269146
"1016","Milwaukee, Wisconsin",1899,5266,3292,555,6,453,321,275,3231,277231
"1017","Milwaukee, Wisconsin",1900,4811,2903,430,6,425,322,273,2455,285315
"1018","Milwaukee, Wisconsin",1901,4794,2872,351,2,567,322,273,2568,294169
"1019","Milwaukee, Wisconsin",1902,5260,3118,620,5,608,319,269,2016,303023
"1020","Milwaukee, Wisconsin",1903,5737,3419,576,5,550,327,276,1933,311878
"1021","Milwaukee, Wisconsin",1904,5666,3244,443,6,520,368,306,2568,320732
"1022","Milwaukee, Wisconsin",1905,6153,3603,650,8,510,369,307,3273,329586
"1023","Milwaukee, Wisconsin",1906,6804,4573,603,15,690,403,337,1754,338440
"1024","Milwaukee, Wisconsin",1907,8277,4621,925,5,620,453,387,1704,347294
"1025","Milwaukee, Wisconsin",1908,8175,4839,1085,13,685,454,387,4898,356149
"1026","Milwaukee, Wisconsin",1909,7817,4531,1001,8,695,453,387,3657,365003
"1027","Milwaukee, Wisconsin",1910,8827,4935,660,14,785,531,451,4056,373857
"1028","Milwaukee, Wisconsin",1911,9145,4760,750,11,725,525,451,6041,382186
"1029","Milwaukee, Wisconsin",1912,8927,4471,1110,8,810,525,451,4377,390515
