"","City","Year","TotalArrests","Drunkenness","PersonalConditions","Homicides","Dismissed","TotalPolice","ActivePolice","Lodgers","Population"
"1030","Milwaukee, Wisconsin",1913,9892,4908,1455,10,775,561,475,4705,398844
"1031","Milwaukee, Wisconsin",1914,11380,5984,1515,14,720,586,500,8051,407173
"1032","Milwaukee, Wisconsin",1915,11292,5518,1362,8,905,612,525,8713,415502
"1033","Milwaukee, Wisconsin",1916,11101,5151,1311,6,870,627,540,3811,423831
"1034","Milwaukee, Wisconsin",1917,12107,4738,1645,6,865,627,540,1609,432160
"1035","Milwaukee, Wisconsin",1918,10039,3880,1565,19,850,627,540,320,440489
"1036","Milwaukee, Wisconsin",1919,9138,2579,1009,12,848,646,540,348,448818
"1037","Milwaukee, Wisconsin",1920,10545,2386,893,11,640,694,588,267,457147
"1038","Providence, Rhode Island",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","Providence, Rhode Island",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","Providence, Rhode Island",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","Providence, Rhode Island",1863,1427,270,108,2,NA,99,89,1147,56137
"1042","Providence, Rhode Island",1864,2531,654,131,0,NA,101,NA,NA,57961
"1043","Providence, Rhode Island",1865,4057,1634,314,0,NA,103,91,1714,59785
"1044","Providence, Rhode Island",1866,4020,1778,259,1,NA,101,89,3209,61609
"1045","Providence, Rhode Island",1867,3919,1897,216,8,NA,104,92,4115,63433
"1046","Providence, Rhode Island",1868,5045,2423,269,0,NA,113,NA,4277,65256
"1047","Providence, Rhode Island",1869,5044,2896,360,2,NA,113,NA,3858,67080
"1048","Providence, Rhode Island",1870,5639,3105,316,0,NA,122,109,4383,68904
"1049","Providence, Rhode Island",1871,6427,4467,306,0,NA,142,NA,3851,72499
"1050","Providence, Rhode Island",1872,8110,5535,255,2,NA,162,NA,4302,76095
"1051","Providence, Rhode Island",1873,9337,6682,365,2,NA,186,140,6646,79690
"1052","Providence, Rhode Island",1874,8440,5322,581,2,NA,186,140,9369,83285
"1053","Providence, Rhode Island",1875,8699,5637,646,2,1502,187,NA,7397,86880
"1054","Providence, Rhode Island",1876,7924,4811,599,4,NA,190,NA,10671,90476
"1055","Providence, Rhode Island",1877,6754,4212,664,1,NA,190,165,11022,94071
"1056","Providence, Rhode Island",1878,6056,3887,555,0,NA,190,NA,4717,97666
"1057","Providence, Rhode Island",1879,5328,3500,503,1,1195,175,NA,NA,101262
"1058","Providence, Rhode Island",1880,6506,4600,491,1,2004,172,145,NA,104857
"1059","Providence, Rhode Island",1881,7741,5700,783,1,2318,172,NA,NA,107586
"1060","Providence, Rhode Island",1882,7033,5308,473,3,1944,178,NA,1829,110315
"1061","Providence, Rhode Island",1883,6527,4883,472,0,1591,184,NA,2454,113044
"1062","Providence, Rhode Island",1884,6422,4671,502,1,1195,185,138,2737,115773
"1063","Providence, Rhode Island",1885,6178,4566,365,1,1501,196,154,2867,118502
"1064","Providence, Rhode Island",1886,5337,3765,323,2,826,200,156,2799,121230
"1065","Providence, Rhode Island",1887,5151,3739,437,4,613,198,156,2349,123959
"1066","Providence, Rhode Island",1888,5930,4116,282,3,1158,206,158,2864,126688
"1067","Providence, Rhode Island",1889,6446,4735,267,0,1582,204,156,3506,129417
"1068","Providence, Rhode Island",1890,6590,4996,244,2,1773,204,169,NA,132146
"1069","Providence, Rhode Island",1891,6900,5173,398,1,2042,218,169,3000,136491
"1070","Providence, Rhode Island",1892,6812,4984,412,4,2328,218,170,3265,140836
"1071","Providence, Rhode Island",1893,7105,5024,443,1,3310,250,201,3416,145181
"1072","Providence, Rhode Island",1894,6548,4789,229,2,3523,250,201,7929,149526
"1073","Providence, Rhode Island",1895,7117,5071,613,1,NA,275,209,3538,149971
"1074","Providence, Rhode Island",1896,8073,5375,974,4,NA,275,209,NA,154316
"1075","Providence, Rhode Island",1897,8474,5451,1348,3,NA,314,223,NA,158661
"1076","Providence, Rhode Island",1898,8126,5564,829,4,NA,338,235,NA,163006
"1077","Providence, Rhode Island",1899,8663,6152,632,2,NA,338,235,NA,167351
"1078","Providence, Rhode Island",1900,9440,6351,830,5,NA,338,235,NA,175597
"1079","Providence, Rhode Island",1901,9025,5934,586,4,NA,338,235,NA,180470
"1080","Providence, Rhode Island",1902,10112,6216,739,2,NA,340,238,NA,185343
"1081","Providence, Rhode Island",1903,11257,6677,1617,4,NA,340,NA,NA,190216
"1082","Providence, Rhode Island",1904,11222,6338,1774,2,NA,340,NA,NA,195089
"1083","Providence, Rhode Island",1905,11073,6300,1493,5,NA,340,248,NA,199962
"1084","Providence, Rhode Island",1906,12262,7416,1874,8,NA,NA,NA,NA,204835
"1085","Providence, Rhode Island",1907,12953,7979,1298,11,NA,NA,NA,NA,209708
"1086","Providence, Rhode Island",1908,11745,6891,1755,7,NA,355,255,NA,214581
"1087","Providence, Rhode Island",1909,NA,NA,NA,NA,NA,NA,NA,NA,219454
"1088","Providence, Rhode Island",1910,NA,NA,NA,NA,NA,NA,NA,NA,224326
"1089","Providence, Rhode Island",1911,11344,7626,906,10,NA,405,310,NA,225653
"1090","Providence, Rhode Island",1912,11102,7472,669,5,NA,412,319,NA,226980
"1091","Providence, Rhode Island",1913,NA,NA,NA,NA,NA,NA,NA,NA,228307
"1092","Providence, Rhode Island",1914,10812,6789,909,7,NA,424,326,NA,229634
"1093","Providence, Rhode Island",1915,10605,6577,824,9,NA,433,334,NA,230961
"1094","Providence, Rhode Island",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","Providence, Rhode Island",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","Providence, Rhode Island",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","Providence, Rhode Island",1919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","Providence, Rhode Island",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","Rochester, New York",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","Rochester, New York",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","Rochester, New York",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","Rochester, New York",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","Rochester, New York",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","Rochester, New York",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","Rochester, New York",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","Rochester, New York",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","Rochester, New York",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","Rochester, New York",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","Rochester, New York",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","Rochester, New York",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","Rochester, New York",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Rochester, New York",1873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","Rochester, New York",1874,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","Rochester, New York",1875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","Rochester, New York",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","Rochester, New York",1877,4201,1689,201,2,NA,87,69,1821,81272
"1117","Rochester, New York",1878,NA,NA,NA,NA,NA,NA,NA,NA,83970
"1118","Rochester, New York",1879,NA,NA,NA,NA,NA,NA,NA,NA,86668
"1119","Rochester, New York",1880,NA,NA,NA,NA,NA,NA,NA,NA,89366
"1120","Rochester, New York",1881,NA,NA,NA,NA,NA,NA,NA,NA,93819
"1121","Rochester, New York",1882,NA,NA,NA,NA,NA,NA,NA,NA,98272
"1122","Rochester, New York",1883,NA,NA,NA,NA,NA,NA,NA,NA,102725
"1123","Rochester, New York",1884,NA,NA,NA,NA,NA,NA,NA,NA,107178
"1124","Rochester, New York",1885,NA,NA,NA,NA,NA,NA,NA,NA,111631
"1125","Rochester, New York",1886,NA,NA,NA,NA,NA,NA,NA,NA,116084
"1126","Rochester, New York",1887,4014,NA,NA,NA,NA,124,94,NA,120537
"1127","Rochester, New York",1888,NA,NA,NA,NA,NA,NA,NA,NA,124990
"1128","Rochester, New York",1889,NA,NA,NA,NA,NA,NA,NA,NA,129443
"1129","Rochester, New York",1890,NA,NA,NA,NA,NA,NA,NA,NA,133896
"1130","Rochester, New York",1891,NA,NA,NA,NA,NA,NA,NA,NA,136767
"1131","Rochester, New York",1892,NA,NA,NA,NA,NA,NA,NA,NA,139638
"1132","Rochester, New York",1893,NA,NA,NA,NA,NA,NA,NA,NA,142510
"1133","Rochester, New York",1894,NA,NA,NA,NA,NA,NA,NA,NA,145381
"1134","Rochester, New York",1895,NA,NA,NA,NA,NA,NA,NA,NA,148252
"1135","Rochester, New York",1896,NA,NA,NA,NA,NA,NA,NA,NA,151123
"1136","Rochester, New York",1897,NA,NA,NA,NA,NA,NA,NA,NA,153994
"1137","Rochester, New York",1898,NA,NA,NA,NA,NA,NA,NA,NA,156886
"1138","Rochester, New York",1899,NA,NA,NA,NA,NA,NA,NA,NA,159737
"1139","Rochester, New York",1900,NA,NA,NA,NA,NA,NA,NA,NA,162608
"1140","Rochester, New York",1901,NA,NA,NA,NA,NA,NA,NA,NA,168162
"1141","Rochester, New York",1902,5117,1772,697,5,NA,207,136,344,173706
"1142","Rochester, New York",1903,5404,1825,800,2,NA,206,136,110,179270
"1143","Rochester, New York",1904,6691,2176,1300,2,NA,215,143,NA,184824
"1144","Rochester, New York",1905,6970,2697,1152,4,NA,225,185,NA,190378
"1145","Rochester, New York",1906,7737,NA,NA,NA,NA,NA,NA,NA,195932
"1146","Rochester, New York",1907,7971,NA,NA,NA,NA,NA,NA,NA,201487
"1147","Rochester, New York",1908,8685,NA,NA,NA,NA,NA,NA,NA,207041
"1148","Rochester, New York",1909,8157,3633,1121,9,NA,NA,NA,NA,212595
"1149","Rochester, New York",1910,8022,3819,883,13,NA,NA,NA,NA,218149
"1150","Rochester, New York",1911,7596,3444,985,5,NA,304,265,609,225909
"1151","Rochester, New York",1912,7172,6545,753,11,NA,339,294,1057,233669
"1152","Rochester, New York",1913,7517,3346,696,6,NA,341,295,1738,241429
"1153","Rochester, New York",1914,7550,2878,947,5,NA,371,326,5687,249189
"1154","Rochester, New York",1915,7988,2895,835,9,NA,371,326,9972,256949
"1155","Rochester, New York",1916,7792,2569,765,10,NA,371,326,3627,264709
"1156","Rochester, New York",1917,5882,1730,789,8,NA,407,356,3642,272469
"1157","Rochester, New York",1918,4232,911,482,10,NA,407,356,2503,280229
"1158","Rochester, New York",1919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","Rochester, New York",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","Pittsburgh, Pennsylvania",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","Pittsburgh, Pennsylvania",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","Pittsburgh, Pennsylvania",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","Pittsburgh, Pennsylvania",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","Pittsburgh, Pennsylvania",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","Pittsburgh, Pennsylvania",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","Pittsburgh, Pennsylvania",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","Pittsburgh, Pennsylvania",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","Pittsburgh, Pennsylvania",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","Pittsburgh, Pennsylvania",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","Pittsburgh, Pennsylvania",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","Pittsburgh, Pennsylvania",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","Pittsburgh, Pennsylvania",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","Pittsburgh, Pennsylvania",1873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","Pittsburgh, Pennsylvania",1874,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","Pittsburgh, Pennsylvania",1875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","Pittsburgh, Pennsylvania",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Pittsburgh, Pennsylvania",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","Pittsburgh, Pennsylvania",1878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","Pittsburgh, Pennsylvania",1879,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","Pittsburgh, Pennsylvania",1880,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","Pittsburgh, Pennsylvania",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","Pittsburgh, Pennsylvania",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","Pittsburgh, Pennsylvania",1883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","Pittsburgh, Pennsylvania",1884,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","Pittsburgh, Pennsylvania",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","Pittsburgh, Pennsylvania",1886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","Pittsburgh, Pennsylvania",1887,9572,NA,NA,NA,NA,250,165,NA,213948
"1188","Pittsburgh, Pennsylvania",1888,10423,8084,1901,8,2353,253,147,NA,222171
"1189","Pittsburgh, Pennsylvania",1889,14299,10675,2371,5,3798,276,NA,NA,230394
"1190","Pittsburgh, Pennsylvania",1890,19906,14232,2350,4,NA,290,NA,NA,238617
"1191","Pittsburgh, Pennsylvania",1891,21801,9889,1901,5,5630,311,165,NA,246847
"1192","Pittsburgh, Pennsylvania",1892,16340,NA,NA,4,4934,311,165,2623,255077
"1193","Pittsburgh, Pennsylvania",1893,15189,NA,NA,1,5383,374,217,NA,263307
"1194","Pittsburgh, Pennsylvania",1894,13762,8846,2788,15,5409,380,218,NA,271537
"1195","Pittsburgh, Pennsylvania",1895,14737,9747,2670,6,6090,393,233,19114,279767
"1196","Pittsburgh, Pennsylvania",1896,15452,9280,3513,10,6527,380,NA,21877,287997
"1197","Pittsburgh, Pennsylvania",1897,16470,9523,4107,23,6734,367,NA,21074,296227
"1198","Pittsburgh, Pennsylvania",1898,NA,10152,NA,5,7536,397,NA,NA,304457
"1199","Pittsburgh, Pennsylvania",1899,18762,11444,3759,15,7811,413,NA,13812,312687
"1200","Pittsburgh, Pennsylvania",1900,NA,NA,NA,NA,NA,NA,NA,NA,321616
"1201","Pittsburgh, Pennsylvania",1901,NA,NA,NA,NA,NA,NA,NA,NA,342845
"1202","Pittsburgh, Pennsylvania",1902,NA,NA,NA,NA,NA,NA,NA,NA,364074
"1203","Pittsburgh, Pennsylvania",1903,NA,NA,NA,NA,NA,NA,NA,NA,385303
"1204","Pittsburgh, Pennsylvania",1904,NA,NA,NA,NA,NA,NA,NA,NA,406532
"1205","Pittsburgh, Pennsylvania",1905,NA,NA,NA,NA,NA,NA,NA,NA,427761
"1206","Pittsburgh, Pennsylvania",1906,NA,NA,NA,NA,NA,NA,NA,NA,448990
"1207","Pittsburgh, Pennsylvania",1907,NA,NA,NA,NA,NA,NA,NA,NA,470219
"1208","Pittsburgh, Pennsylvania",1908,42908,24777,NA,NA,NA,NA,NA,17569,491448
"1209","Pittsburgh, Pennsylvania",1909,35621,24405,6431,6,18781,NA,NA,12663,512677
"1210","Pittsburgh, Pennsylvania",1910,39151,26320,6914,6,NA,1290,740,10818,533905
"1211","Pittsburgh, Pennsylvania",1911,36912,24868,6418,6,17913,1290,719,12816,539349
"1212","Pittsburgh, Pennsylvania",1912,46185,32414,7651,12,24267,1290,719,19495,544793
"1213","Pittsburgh, Pennsylvania",1913,45323,31878,7541,13,23416,NA,NA,NA,550236
"1214","Pittsburgh, Pennsylvania",1914,47652,30604,9157,8,26787,NA,NA,NA,555780
"1215","Pittsburgh, Pennsylvania",1915,45652,30740,7098,5,27497,NA,NA,NA,561224
"1216","Pittsburgh, Pennsylvania",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","Pittsburgh, Pennsylvania",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","Pittsburgh, Pennsylvania",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","Pittsburgh, Pennsylvania",1919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Pittsburgh, Pennsylvania",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","Richmond, Virginia",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","Richmond, Virginia",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","Richmond, Virginia",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","Richmond, Virginia",1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","Richmond, Virginia",1864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Richmond, Virginia",1865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","Richmond, Virginia",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","Richmond, Virginia",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","Richmond, Virginia",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","Richmond, Virginia",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","Richmond, Virginia",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","Richmond, Virginia",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","Richmond, Virginia",1872,6121,NA,NA,NA,NA,84,54,NA,53550
"1234","Richmond, Virginia",1873,6393,3367,250,5,NA,84,69,NA,54807
"1235","Richmond, Virginia",1874,6123,2413,209,11,NA,82,67,1069,56063
"1236","Richmond, Virginia",1875,5520,1801,160,5,NA,84,69,2130,57319
"1237","Richmond, Virginia",1876,5811,1996,211,5,NA,89,69,1791,58575
"1238","Richmond, Virginia",1877,4715,1454,207,4,NA,84,69,1788,59831
"1239","Richmond, Virginia",1878,4390,1393,339,4,NA,84,66,920,61088
"1240","Richmond, Virginia",1879,4184,1421,209,2,NA,84,66,290,62344
"1241","Richmond, Virginia",1880,3946,1239,156,3,NA,84,66,417,63600
"1242","Richmond, Virginia",1881,4313,1432,152,7,NA,84,66,431,65379
"1243","Richmond, Virginia",1882,4762,1638,118,1,NA,84,66,455,67158
"1244","Richmond, Virginia",1883,4566,1584,127,1,NA,84,65,709,68936
"1245","Richmond, Virginia",1884,4625,1626,152,2,NA,84,63,1127,70715
"1246","Richmond, Virginia",1885,4634,1575,262,2,NA,84,63,1010,72494
"1247","Richmond, Virginia",1886,5052,1733,263,0,NA,92,NA,375,74273
"1248","Richmond, Virginia",1887,5963,2034,533,1,NA,100,79,336,76052
"1249","Richmond, Virginia",1888,6290,2225,440,4,NA,100,NA,373,77830
"1250","Richmond, Virginia",1889,6901,2371,282,6,NA,100,NA,NA,79609
"1251","Richmond, Virginia",1890,6570,2544,357,6,NA,100,NA,NA,81388
"1252","Richmond, Virginia",1891,6810,2087,571,5,NA,100,NA,NA,81754
"1253","Richmond, Virginia",1892,6540,2791,658,8,NA,100,NA,NA,82120
"1254","Richmond, Virginia",1893,6070,2391,349,4,NA,100,NA,NA,82486
"1255","Richmond, Virginia",1894,5964,2184,412,18,NA,100,NA,NA,82852
"1256","Richmond, Virginia",1895,5412,1956,333,0,NA,100,NA,NA,83218
"1257","Richmond, Virginia",1896,5538,1920,1023,14,NA,100,83,NA,83584
"1258","Richmond, Virginia",1897,4694,1708,505,1,NA,100,83,NA,83950
"1259","Richmond, Virginia",1898,4617,1671,560,9,NA,100,83,NA,84316
"1260","Richmond, Virginia",1899,4493,1988,530,7,NA,100,83,NA,84682
"1261","Richmond, Virginia",1900,4860,2081,578,8,NA,100,83,NA,85050
"1262","Richmond, Virginia",1901,5137,1876,750,0,NA,100,83,NA,89308
"1263","Richmond, Virginia",1902,6153,2376,603,12,NA,101,82,NA,93566
"1264","Richmond, Virginia",1903,7090,3525,549,11,NA,101,82,NA,97823
"1265","Richmond, Virginia",1904,6525,3279,590,15,NA,101,81,NA,102081
"1266","Richmond, Virginia",1905,7123,3693,1001,11,NA,101,NA,NA,106339
"1267","Richmond, Virginia",1906,7982,3634,800,20,NA,101,NA,NA,110597
"1268","Richmond, Virginia",1907,9602,3834,1063,17,NA,125,87,NA,114855
"1269","Richmond, Virginia",1908,8989,3884,611,11,NA,125,NA,NA,119112
"1270","Richmond, Virginia",1909,9290,4731,791,13,NA,125,NA,NA,123370
"1271","Richmond, Virginia",1910,9603,3909,939,16,NA,125,NA,NA,127628
"1272","Richmond, Virginia",1911,10497,4120,1035,13,NA,125,NA,NA,132032
"1273","Richmond, Virginia",1912,11073,4438,1016,27,NA,162,101,NA,136436
"1274","Richmond, Virginia",1913,12428,4986,945,28,NA,162,NA,NA,140840
"1275","Richmond, Virginia",1914,12170,4631,1341,37,NA,162,NA,NA,145244
"1276","Richmond, Virginia",1915,12728,5088,932,37,NA,190,136,NA,149648
"1277","Richmond, Virginia",1916,13220,4803,1073,29,NA,225,145,NA,154052
"1278","Richmond, Virginia",1917,10243,3888,536,34,NA,225,145,NA,158456
"1279","Richmond, Virginia",1918,11963,3569,465,33,NA,223,150,NA,162860
"1280","Richmond, Virginia",1919,12463,2809,532,30,NA,225,140,NA,167264
"1281","Richmond, Virginia",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","New Haven, Connecticut",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","New Haven, Connecticut",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","New Haven, Connecticut",1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","New Haven, Connecticut",1863,1539,818,57,0,NA,25,22,NA,42739
"1286","New Haven, Connecticut",1864,1838,911,45,2,NA,25,22,NA,43896
"1287","New Haven, Connecticut",1865,1749,614,20,2,NA,25,NA,1422,45054
"1288","New Haven, Connecticut",1866,2023,874,27,0,NA,28,25,2537,46211
"1289","New Haven, Connecticut",1867,2183,843,43,3,208,28,25,2415,47368
"1290","New Haven, Connecticut",1868,2096,726,38,1,NA,33,31,2492,48525
"1291","New Haven, Connecticut",1869,2379,934,83,3,NA,42,39,2224,49683
"1292","New Haven, Connecticut",1870,2495,1009,61,12,NA,46,NA,3375,50840
"1293","New Haven, Connecticut",1871,5363,2483,144,4,NA,51,49,4476,52044
"1294","New Haven, Connecticut",1872,4964,2338,150,1,NA,75,70,2285,53248
"1295","New Haven, Connecticut",1873,5227,2663,169,0,NA,88,81,3230,54453
"1296","New Haven, Connecticut",1874,5109,2554,215,2,NA,88,81,4766,55657
"1297","New Haven, Connecticut",1875,5092,2732,157,3,NA,82,75,5335,56861
"1298","New Haven, Connecticut",1876,4756,2505,163,1,NA,79,68,4786,58065
"1299","New Haven, Connecticut",1877,3926,1877,191,0,NA,71,66,5568,59269
"1300","New Haven, Connecticut",1878,4434,2258,191,2,NA,77,74,3925,60474
"1301","New Haven, Connecticut",1879,3947,2477,140,3,NA,84,81,1595,61678
"1302","New Haven, Connecticut",1880,4611,3206,76,0,NA,84,81,776,62882
"1303","New Haven, Connecticut",1881,4848,3456,NA,3,NA,80,72,1095,65198
"1304","New Haven, Connecticut",1882,5642,3984,130,0,NA,77,73,1492,67515
"1305","New Haven, Connecticut",1883,5789,4171,159,4,NA,76,66,2204,69831
"1306","New Haven, Connecticut",1884,5976,4185,287,0,NA,87,77,2986,72147
"1307","New Haven, Connecticut",1885,5642,4095,197,1,NA,91,75,3545,74464
"1308","New Haven, Connecticut",1886,5802,4257,238,3,NA,92,76,3911,76780
"1309","New Haven, Connecticut",1887,5941,4448,157,0,NA,107,75,NA,79096
"1310","New Haven, Connecticut",1888,6149,4416,413,0,NA,113,NA,3649,81412
"1311","New Haven, Connecticut",1889,6191,4512,391,1,NA,117,82,NA,83729
"1312","New Haven, Connecticut",1890,5869,4452,373,0,NA,126,90,NA,86045
"1313","New Haven, Connecticut",1891,6000,4376,164,5,NA,126,89,NA,88243
"1314","New Haven, Connecticut",1892,6285,4697,289,5,NA,140,100,NA,90441
"1315","New Haven, Connecticut",1893,6541,4770,220,2,NA,154,110,NA,92640
"1316","New Haven, Connecticut",1894,6314,3270,178,1,NA,160,114,NA,94838
"1317","New Haven, Connecticut",1895,6202,4288,212,3,NA,155,114,NA,97036
"1318","New Haven, Connecticut",1896,6181,4159,328,4,NA,179,125,NA,99234
"1319","New Haven, Connecticut",1897,7033,4486,521,6,NA,176,124,NA,101432
"1320","New Haven, Connecticut",1898,6728,3353,437,2,NA,176,126,NA,103631
"1321","New Haven, Connecticut",1899,6314,4148,462,1,NA,178,122,NA,105829
"1322","New Haven, Connecticut",1900,6165,3658,718,1,NA,175,116,NA,108027
"1323","New Haven, Connecticut",1901,5229,3271,350,4,NA,175,119,NA,110585
"1324","New Haven, Connecticut",1902,5149,3410,307,6,NA,169,116,NA,113143
"1325","New Haven, Connecticut",1903,5246,3448,336,3,NA,174,124,NA,115700
"1326","New Haven, Connecticut",1904,5333,3399,208,5,NA,178,115,NA,118258
"1327","New Haven, Connecticut",1905,5619,NA,327,15,NA,174,121,NA,120816
"1328","New Haven, Connecticut",1906,5614,3670,281,11,NA,NA,NA,NA,123374
"1329","New Haven, Connecticut",1907,5473,3593,320,3,NA,193,NA,NA,125932
"1330","New Haven, Connecticut",1908,5683,3453,279,8,NA,NA,NA,NA,128489
"1331","New Haven, Connecticut",1909,5765,3422,267,6,NA,181,139,NA,131047
"1332","New Haven, Connecticut",1910,6193,3237,506,3,NA,194,140,NA,133605
"1333","New Haven, Connecticut",1911,6706,3902,592,5,NA,207,143,NA,136498
"1334","New Haven, Connecticut",1912,7723,3875,735,2,NA,195,132,NA,139391
"1335","New Haven, Connecticut",1913,8556,4846,765,3,NA,203,140,NA,142285
"1336","New Haven, Connecticut",1914,9526,5128,1239,4,NA,206,137,NA,145178
"1337","New Haven, Connecticut",1915,10366,5773,983,3,NA,208,148,NA,148071
"1338","New Haven, Connecticut",1916,12687,7327,773,8,NA,258,175,NA,150964
"1339","New Haven, Connecticut",1917,12188,6688,507,12,NA,261,199,NA,153857
"1340","New Haven, Connecticut",1918,11480,5582,711,11,NA,258,199,NA,156751
"1341","New Haven, Connecticut",1919,9352,3473,638,9,NA,270,204,NA,159644
"1342","New Haven, Connecticut",1920,7934,3186,535,3,NA,277,208,NA,162537
"1343","Lowell, Massachusetts",1860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","Lowell, Massachusetts",1861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","Lowell, Massachusetts",1862,1476,1293,149,0,NA,25,20,511,37647
"1346","Lowell, Massachusetts",1863,1940,1135,156,1,NA,25,20,420,38057
"1347","Lowell, Massachusetts",1864,1825,888,266,0,NA,26,21,394,38467
"1348","Lowell, Massachusetts",1865,1683,701,230,0,NA,28,22,684,38877
"1349","Lowell, Massachusetts",1866,1673,871,203,0,NA,30,24,593,39287
"1350","Lowell, Massachusetts",1867,1873,975,173,6,NA,32,24,725,39697
"1351","Lowell, Massachusetts",1868,2028,1253,149,0,NA,35,26,864,40107
"1352","Lowell, Massachusetts",1869,1990,1259,113,0,NA,35,26,1019,40517
"1353","Lowell, Massachusetts",1870,2212,1505,109,0,NA,35,26,1487,40928
