"","City","Year","TotalArrests","Drunkenness","PersonalConditions","Homicides","Dismissed","TotalPolice","ActivePolice","Lodgers","Population","Time","Youth","Race","Foreigners","Religiousioty","Income","FarmSize","FarmNum","AdultEmployment","ChildEmployment","NumManufacturing","Capital","StateTaxes","CountyTaxes","PropertyValue","RealEstateValue","Density"
"210","Louisville, Kentucky",1893,4040.31756359548,4168,369,22,NA,245,NA,NA,175209,10,33442.5603664938,17813.0202865354,13799.7221603623,19185.2511691534,6868310.90467555,89,2236,9575.92339261286,493.112334171094,928.960010180384,20254775.2362167,NA,NA,NA,17270260,NA
"211","Louisville, Kentucky",1894,4672.29867070597,4780,915,29,NA,258,106.92268710078,NA,179569,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Louisville, Kentucky",1895,3322.4776951976,4339,713,18,NA,244,95.6890974234623,NA,183929,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Louisville, Kentucky",1896,3689.54107781124,3235,834,37,NA,289,131.181322328973,NA,188289,13,31924.0246141673,18885.9122163501,10020.6838128738,NA,4756076.7838176,738,2827,4682839.3155851,73237.4682325015,NA,NA,NA,NA,NA,NA,NA
"214","Louisville, Kentucky",1897,3830.28201547893,4165,511,37,NA,291,131.326920980644,NA,192649,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Louisville, Kentucky",1898,3695.26265297524,4208,861,29,NA,250,109.132070108472,NA,197009,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Louisville, Kentucky",1899,3823.82591163486,4834,752,18,NA,330,131.102602684624,NA,201369,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Louisville, Kentucky",1900,3931.01191319341,5143,727,35,NA,329,124.553682637217,NA,204731,17,27420.508139358,17417.4653887114,6.46584512399209,NA,NA,NA,3093,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Louisville, Kentucky",1901,3578.98098726839,4115,685,44,NA,317,136.945865251076,NA,206651,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Louisville, Kentucky",1902,3815.48729209718,4642,880,35,NA,329,129.931773832412,NA,208571,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Louisville, Kentucky",1903,3299.44415411659,3947,742,27,NA,329,128.747208893534,NA,210490,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Detroit, Michigan",1884,4875.9809140739,4471,647,4,1292,228,112.386135099965,2660,152154,1,28679.3155655956,2030.1122299392,36084.8093052318,NA,4312679.3395977,3839,4735,653.673307538872,4.20561870659201,653.673307538872,11290020.0668093,171117.012328471,122383.504361827,12861014.5153926,78800518,277.406666666667
"222","Detroit, Michigan",1885,4784.36824986965,3866,962,4,1249,230,108.002085557514,7405,161108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Detroit, Michigan",1886,4814.12661264715,5124,703,5,1503,267,126.424480483588,2208,170062,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Detroit, Michigan",1887,5250.95662374661,6160,907,4,1313,299,135.742814847918,26,179015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Detroit, Michigan",1888,4863.56792875421,5396,1221,5,1540,310,130.872643893408,452,187969,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Detroit, Michigan",1889,4441.35241364601,5238,NA,NA,NA,330,NA,NA,196922,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Detroit, Michigan",1890,4222.44457828984,5519,NA,NA,NA,350,NA,NA,205876,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Detroit, Michigan",1891,4077.45290121061,4478,NA,NA,NA,370,NA,NA,213859,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Detroit, Michigan",1892,3502.04199385148,4101,769,6,1357,385,96.915822973107,NA,221842,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Detroit, Michigan",1893,3735.9022556391,4513,958,7,NA,425,150.985101642996,NA,229824,10,33109.4378369128,1483.77762393335,37344.1352862932,20796.6116197484,7821317.0033526,69,4535,11711.9254494115,271.474909962118,743.639008377607,19846314.0863586,NA,NA,NA,25364450,NA
"231","Detroit, Michigan",1894,4946.02766108651,6571,NA,NA,NA,450,NA,NA,237807,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Detroit, Michigan",1895,3296.30985800887,4803,863,9,1235,477,158.672037104846,NA,245790,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Detroit, Michigan",1896,2572.77172906495,2991,NA,NA,NA,490,NA,NA,253773,13,36142.9271803047,1305.93217180391,32183.2720266748,NA,6092177.30860424,635,5131,6040787.5158045,51389.7927997408,NA,NA,NA,NA,NA,NA,NA
"234","Detroit, Michigan",1897,2749.50717462064,3320,1222,2,2141,510,160.836809853451,NA,261756,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Detroit, Michigan",1898,2614.38877725793,3330,1122,2,1785,513,154.965188442118,NA,269738,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Detroit, Michigan",1899,2680.02779768185,3854,1087,4,1837,553,150.870837999287,NA,277721,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Detroit, Michigan",1900,2728.34822053594,4032,1050,5,NA,557,NA,NA,285704,17,26703.4242490938,1144.67701672903,18.6233401242685,NA,NA,NA,4775,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Detroit, Michigan",1901,2709.16334661355,4024,1256,6,2180,555,137.96055447631,NA,303710,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Detroit, Michigan",1902,2571.83354262766,3845,1260,8,2229,567,133.347424436459,NA,321716,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Detroit, Michigan",1903,2642.7179550579,NA,NA,8,NA,568,NA,NA,339726,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Milwaukee, Wisconsin",1884,2141.73707646603,2143,NA,2,NA,90,NA,NA,151139,1,28850.7763269018,230.985224163942,39728.014898547,NA,5113088.92209302,2007,2353,1061.08837350311,46.9188736583007,639.540339403914,14326615.9942831,40309.8089319099,183504.767679393,10237553.1446473,39591236,153.93
"242","Milwaukee, Wisconsin",1885,2247.74569291432,2347,350,2,441,93,45.617302080274,3910,160027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Milwaukee, Wisconsin",1886,2205.84317556167,2483,349,1,346,152,72.8176893703934,3327,168915,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Milwaukee, Wisconsin",1887,2095.57768991524,NA,NA,NA,NA,179,83.2381905817112,NA,177803,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Milwaukee, Wisconsin",1888,2357.371271245,3135,414,7,444,178,74.9902244885935,NA,186691,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Milwaukee, Wisconsin",1889,2364.26201177018,3211,167,1,566,187,NA,5549,195579,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Milwaukee, Wisconsin",1890,2663.0083925113,3819,995,6,476,196,80.6972240154939,3588,204468,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Milwaukee, Wisconsin",1891,2641.69407159626,3934,751,4,383,204,81.8619356113534,3923,212553,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Milwaukee, Wisconsin",1892,2995.87104610741,4704,546,5,485,272,101.977456183686,3650,220637,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Milwaukee, Wisconsin",1893,2719.02134468919,4477,760,0,495,272,98.3726969858606,4000,228722,10,34814.7614791975,193.984777701069,38910.0427359478,16381.9721221003,8825370.92176653,50,2482,12688.2139423382,277.000097415936,1235.48820208301,29694544.7075616,NA,NA,NA,27622303,NA
"251","Milwaukee, Wisconsin",1894,2509.63865088448,3995,855,12,NA,263,97.1255072696331,6450,236807,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Milwaukee, Wisconsin",1895,2279.37213138853,3942,720,6,437,308,111.477712624341,6844,244892,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Milwaukee, Wisconsin",1896,2150.79691354121,3598,816,10,450,321,108.705964202138,5910,252976,13,36593.8724368745,279.37954711424,31103.5492111012,NA,6844529.22122194,487,2576,6704054.33659478,140474.884627156,NA,NA,NA,NA,NA,NA,NA
"254","Milwaukee, Wisconsin",1897,2181.48248876699,3614,NA,3,867,321,105.339365129223,NA,261061,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Milwaukee, Wisconsin",1898,2252.30915562557,3466,874,4,460,321,102.175027680144,4713,269146,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Milwaukee, Wisconsin",1899,1899.49897377999,3292,555,6,453,321,99.1952559417958,3231,277231,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Milwaukee, Wisconsin",1900,1686.20647354678,2903,430,6,425,322,95.6837179958993,2455,285315,17,29312.2831479246,229.923797343872,16.390150212264,NA,NA,NA,2443,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Milwaukee, Wisconsin",1901,1629.67545866492,2872,351,2,567,322,92.8037964571386,2568,294169,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Milwaukee, Wisconsin",1902,1735.84183378819,3118,620,5,608,319,88.7721394085597,2016,303023,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Milwaukee, Wisconsin",1903,1839.50134347405,3419,576,5,550,327,88.4961427224748,1933,311878,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Providence, Rhode Island",1884,5547.06192290085,4671,502,1,1195,185,119.198776916898,2737,115773,1,24681.8682595995,2053.32686457038,29726.997988619,NA,8707119.68222202,2099,2575,101.074421096253,37.9029079110949,850.54125352497,30979109.4332757,146835.359875476,0,21919394.1599199,135075687,507.369230769231
"262","Providence, Rhode Island",1885,5213.41411959292,4566,365,1,1501,196,129.955612563501,2867,118502,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Providence, Rhode Island",1886,4402.37564959169,3765,323,2,826,200,128.681019549616,2799,121230,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Providence, Rhode Island",1887,4155.40622302535,3739,437,4,613,198,125.848062665881,2349,123959,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Providence, Rhode Island",1888,4680.7906036878,4116,282,3,1158,206,124.71583733266,2864,126688,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Providence, Rhode Island",1889,4980.79850406052,4735,267,0,1582,204,120.540578131157,3506,129417,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Providence, Rhode Island",1890,4986.90841947543,4996,244,2,1773,204,127.88885021113,NA,132146,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Providence, Rhode Island",1891,5055.27837000242,5173,398,1,2042,218,123.817687613103,3000,136491,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Providence, Rhode Island",1892,4836.83149194808,4984,412,4,2328,218,120.707773580619,3265,140836,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Providence, Rhode Island",1893,4893.89107390086,5024,443,1,3310,250,138.447868522741,3416,145181,10,30748.697686998,1795.99644093241,33218.0948013311,31690.9882684039,12802421.969011,81,1999,22204.5836714056,1608.24386668391,1133.17889802174,41797723.0590735,NA,NA,NA,7605289,NA
"271","Providence, Rhode Island",1894,4379.17151532175,4789,229,2,3523,250,134.424782312106,7929,149526,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Providence, Rhode Island",1895,4745.58414626828,5071,613,1,NA,275,139.360276320089,3538,149971,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Providence, Rhode Island",1896,5231.47308120999,5375,974,4,NA,275,135.436377303714,NA,154316,13,35117.727415169,1848.58967454964,33390.2270576817,NA,10484719.3192225,732,2287,10265707.6879547,219011.631267817,NA,NA,NA,NA,NA,NA,NA
"274","Providence, Rhode Island",1897,5340.94705062996,5451,1348,3,NA,314,140.551238174473,NA,158661,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Providence, Rhode Island",1898,4985.09257327951,5564,829,4,NA,338,144.166472399789,NA,163006,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Providence, Rhode Island",1899,5176.5451057956,6152,632,2,NA,338,140.423421431602,NA,167351,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Providence, Rhode Island",1900,5375.94605830396,6351,830,5,NA,338,133.829165646338,NA,175597,17,27239.1146050576,1506.05745688142,113.820333543064,NA,NA,NA,2193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Providence, Rhode Island",1901,5000.8311630742,5934,586,4,NA,338,130.215548290575,NA,180470,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Providence, Rhode Island",1902,5455.83054121278,6216,739,2,NA,340,128.410568513513,NA,185343,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Providence, Rhode Island",1903,5918.0090002944,6677,1617,4,NA,340,NA,NA,190216,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","New Haven, Connecticut",1884,8283.08869391659,4185,287,0,NA,87,106.726544416261,2986,72147,1,24915.1881832063,2244.39858678916,23843.7801473266,NA,9630723.28028469,3581,3932,125.22121349578,0,750.04951349003,19342647.4064514,84514.7358535167,0,15518090.6320477,63898975,240.804615384615
"282","New Haven, Connecticut",1885,7576.8156424581,4095,197,1,NA,91,100.719810915342,3545,74464,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","New Haven, Connecticut",1886,7556.65537900495,4257,238,3,NA,92,98.9841104454285,3911,76780,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","New Haven, Connecticut",1887,7511.12572064327,4448,157,0,NA,107,94.821482755133,NA,79096,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","New Haven, Connecticut",1888,7552.94059843758,4416,413,0,NA,113,NA,3649,81412,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","New Haven, Connecticut",1889,7394.09284716168,4512,391,1,NA,117,97.9350045981679,NA,83729,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","New Haven, Connecticut",1890,6820.84955546516,4452,373,0,NA,126,104.596432099483,NA,86045,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","New Haven, Connecticut",1891,6799.40618519316,4376,164,5,NA,126,100.857858413699,NA,88243,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","New Haven, Connecticut",1892,6949.28185225727,4697,289,5,NA,140,110.569321436074,NA,90441,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","New Haven, Connecticut",1893,7060.66493955095,4770,220,2,NA,154,118.73920552677,NA,92640,10,30347.5590505984,1944.43647217519,27614.3462579763,23113.2030345646,12741362.2057037,74,3305,15532.0533057812,190.856126051144,990.155841919467,34252947.0290541,NA,NA,NA,12565430,NA
"291","New Haven, Connecticut",1894,6657.66886690989,3270,178,1,NA,160,120.204981125709,NA,94838,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","New Haven, Connecticut",1895,6391.4423512923,4288,212,3,NA,155,117.482171565192,NA,97036,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","New Haven, Connecticut",1896,6228.71193340992,4159,328,4,NA,179,125.964891065562,NA,99234,13,34609.1401864298,1969.0670708827,28781.8162228835,NA,10759003.28054,750,3472,10693987.2865141,65015.9940259248,NA,NA,NA,NA,NA,NA,NA
"294","New Haven, Connecticut",1897,6933.70928306649,4486,521,6,NA,176,122.249388753056,NA,101432,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","New Haven, Connecticut",1898,6492.26582779284,3353,437,2,NA,176,121.585239937856,NA,103631,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","New Haven, Connecticut",1899,5966.22853849134,4148,462,1,NA,178,115.280310689887,NA,105829,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","New Haven, Connecticut",1900,5706.90660668166,3658,718,1,NA,175,107.380562266841,NA,108027,17,27537.7873708054,1670.41229594227,57.2221464531164,NA,NA,NA,3750,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","New Haven, Connecticut",1901,4728.4893972962,3271,350,4,NA,175,107.6095311299,NA,110585,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","New Haven, Connecticut",1902,4550.87809232564,3410,307,6,NA,169,102.52512307434,NA,113143,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","New Haven, Connecticut",1903,4534.14001728608,3448,336,3,NA,174,107.173725151253,NA,115700,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
